term_name,description,field_authority_link,field_location_of_meeting,field_num_of_section_or_meet,field_primary_name,field_subordinate_name,field_unique_id
A. H. Grape and Co.,,,,,A. H. Grape and Co.,,cb1d1051-691a-4728-8039-7443c2217cad
A. Hoen & Co.,,lcnaf%%http://id.loc.gov/authorities/names/n50023560|viaf%%http://viaf.org/viaf/138342013,,,A. Hoen & Co.,,df8b2462-1e67-413a-a140-c824e20add74
A. Jackson Co.,,,,,A. Jackson Co.,,f6326e3f-cbf1-43eb-8859-95555baa9973
ABC Television Network,,viaf%%http://viaf.org/viaf/129083767|lcnaf%%http://id.loc.gov/authorities/names/n85376652,,,ABC Television Network,,7cf30c11-94be-455b-a8cd-5714d249e8ee
ABC-TV Photo Division,Location information: New York|basic_html|Location information: New York,,,,ABC-TV Photo Division,,194aa6f9-6025-4408-a3c7-fb2ca72b2ee0
Albany Art Union,,viaf%%http://viaf.org/viaf/123332161|lcnaf%%http://id.loc.gov/authorities/names/n98015091,,,Albany Art Union,,3c7d8648-6f5a-44d1-b11c-af6ece5deb86
"Alfred A. Knopf, Inc.",,viaf%%http://viaf.org/viaf/142395924|lcnaf%%http://id.loc.gov/authorities/names/n50062227,,,"Alfred A. Knopf, Inc.",,5baecd35-6b2d-41f1-a724-2fb3dd74dabb
Alman & Co.,"Location information: New York City, NY|basic_html|Location information: New York City, NY",lcnaf%%http://id.loc.gov/authorities/names/no2009160567|viaf%%http://viaf.org/viaf/121176577,,,Alman & Co.,,0f8b82ee-5410-49d5-b43a-bf6823d0de6d
Alpha Epsilon Pi,,viaf%%http://viaf.org/viaf/143063247|lcnaf%%http://id.loc.gov/authorities/names/n80049530,,,Alpha Epsilon Pi,,cd681aaa-d5c7-4523-ad0e-2d8597197e8d
American Association of University Women,,viaf%%http://viaf.org/viaf/140137355|lcnaf%%http://id.loc.gov/authorities/names/n79100563,,,American Association of University Women,,1fa2cc98-72ad-44a9-89a1-e2e185bd8ab3
American Civil Liberties Union,,viaf%%http://viaf.org/viaf/124191829|lcnaf%%http://id.loc.gov/authorities/names/n79079580,,,American Civil Liberties Union,,dbdfb36b-e88a-41eb-ab8f-c6d6e0a25c09
American Foto-News,Location information: New York|basic_html|Location information: New York,,,,American Foto-News,,e0d5a000-d2fa-4336-b8c0-36a14e8ba2e7
American Heart Association,,viaf%%http://viaf.org/viaf/139377934|lcnaf%%http://id.loc.gov/authorities/names/n79007195,,,American Heart Association,,21695ca8-c40a-4fec-bd6a-d194fc094f32
American School of Classical Studies at Athens,,viaf%%http://viaf.org/viaf/133339899|lcnaf%%http://id.loc.gov/authorities/names/n79058461,,,American School of Classical Studies at Athens,,24c1fe1f-4762-47b0-b627-6e2b3eac4e81
AmeriCorps (U.S.),,viaf%%http://viaf.org/viaf/153899556|lcnaf%%http://id.loc.gov/authorities/names/no94023873,,,AmeriCorps (U.S.),,703a10c8-2b36-43ef-9c57-e556225e1756
ANSA,,,,,ANSA,,fa25055f-0302-4323-8f64-6a07a0aca819
Apollo 17 (Spacecraft),,viaf%%http://viaf.org/viaf/147897326|lcnaf%%http://id.loc.gov/authorities/names/n93060597,,,Apollo 17 (Spacecraft),,905c5770-9630-4620-a4ce-566d9be1a97b
Army Photographic Agency,"Location information: Washington, DC|basic_html|Location information: Washington, DC",,,,Army Photographic Agency,,261f7ace-9b8f-476c-ad6b-f317865f80f5
Arthur Studio,,,,,Arthur Studio,,214009f4-afc3-41ee-a983-97d8ca325d78
Artvue Post Card Co.,,,,,Artvue Post Card Co.,,30a1d31e-0a70-44c0-86bc-38ee19678c2d
Ashinan Photo,,,,,Ashinan Photo,,701b950b-b8b4-4273-856f-fbfa266cc70a
Ashman Studio,,,,,Ashman Studio,,526d6f8a-f81c-4c48-9ae7-4e4be6063a6d
Association of American Universities,,viaf%%http://viaf.org/viaf/137100626|lcnaf%%http://id.loc.gov/authorities/names/n84038160,,,Association of American Universities,,f161f5b5-fa84-4ed4-95e3-449a26751cc0
Association of Universities for Research in Astronomy,,viaf%%http://viaf.org/viaf/135467076|lcnaf%%http://id.loc.gov/authorities/names/n82115526,,,Association of Universities for Research in Astronomy,,5f504734-0341-478c-8514-cbb6f4175637
Atkinson Studio,"Location information: Austin, TX|basic_html|Location information: Austin, TX",,,,Atkinson Studio,,e08c82c1-93d7-49dd-878f-abdf9b271fdd
Atomic Bomb Casualty Commission,,viaf%%http://viaf.org/viaf/132297183|lcnaf%%http://id.loc.gov/authorities/names/n50073710,,,Atomic Bomb Casualty Commission,,e6234252-ed3e-4289-af1e-b7e70b4874e5
Augusta Photographers,"Location information: Augusta, GA|basic_html|Location information: Augusta, GA",,,,Augusta Photographers,,442dbe41-c39c-4db1-9f32-17cb53c9447a
Bachrach,"Location information: Baltimore, MD|basic_html|Location information: Baltimore, MD",viaf%%http://viaf.org/viaf/23898990|lcnaf%%http://id.loc.gov/authorities/names/n97859552,,,Bachrach,,168ee71e-abf9-44d8-967b-e303770493dc
Bachrach & Bro.,,,,,Bachrach & Bro.,,a913ac4e-9333-4d78-99c5-9a3e5a1735f3
Baltimore (Md.). City Council,,viaf%%http://viaf.org/viaf/1179145424596586830096|lcnaf%%http://id.loc.gov/authorities/names/n88613580,,,Baltimore (Md.),City Council,dc7ffbfe-a449-42e3-8f76-4ecb1c2a4f27
Baltimore and Ohio Railroad Company,,viaf%%http://viaf.org/viaf/128436378|lcnaf%%http://id.loc.gov/authorities/names/n79085090,,,Baltimore and Ohio Railroad Company,,eb9f3c90-f570-4e3b-8dba-67905dab0cf6
Baltimore City College,,viaf%%http://viaf.org/viaf/138487667|lcnaf%%http://id.loc.gov/authorities/names/n88238895,,,Baltimore City College,,4770dbea-4cd8-4f26-a01d-f932ba640d5b
Baltimore City Public Schools,,viaf%%http://viaf.org/viaf/144213413|lcnaf%%http://id.loc.gov/authorities/names/n50027055,,,Baltimore City Public Schools,,f8b3c406-5d5c-490b-8de2-a038519dcdf4
"Baltimore Flying Service, Inc.",,,,,"Baltimore Flying Service, Inc.",,1a26d6af-eaf4-4479-9d49-8bf0a277bf44
Baltimore Gas and Electric Company,,viaf%%http://viaf.org/viaf/122888270|lcnaf%%http://id.loc.gov/authorities/names/n84040666,,,Baltimore Gas and Electric Company,,23b11c77-727f-41a6-a26c-28519afbd0f7
Baltimore Museum of Art,,viaf%%http://viaf.org/viaf/139120204|lcnaf%%http://id.loc.gov/authorities/names/n79079550,,,Baltimore Museum of Art,,01f83bdb-c764-4d19-a0fb-8dfd80cce189
Baltimore Orioles (Baseball team),,viaf%%http://viaf.org/viaf/124327238|lcnaf%%http://id.loc.gov/authorities/names/n79151564,,,Baltimore Orioles (Baseball team),,e0aad625-6ea7-4dd5-9212-b4e374de5887
